time,pressure,temp,depth
2023-12-13 12:52:52.240811,1010.0,23.57,-0.03
2023-12-13 12:52:52.532518,1010.4,23.57,-0.03
2023-12-13 12:52:52.824423,1009.6,23.57,-0.03
2023-12-13 12:52:53.117321,1009.5,23.56,-0.04
2023-12-13 12:52:53.409242,1009.7,23.57,-0.03
2023-12-13 12:52:53.702104,1009.7,23.57,-0.03
2023-12-13 12:52:53.994680,1010.3,23.57,-0.03
2023-12-13 12:52:54.286885,1009.9,23.57,-0.03
2023-12-13 12:52:54.579788,1010.2,23.56,-0.03
2023-12-13 12:52:54.872343,1009.8,23.57,-0.03
2023-12-13 12:52:55.164172,1009.9,23.57,-0.03
2023-12-13 12:52:55.457465,1010.0,23.56,-0.03
2023-12-13 12:52:55.749539,1009.8,23.56,-0.03
2023-12-13 12:52:56.041545,1009.8,23.57,-0.03
2023-12-13 12:52:56.334232,1010.0,23.56,-0.03
2023-12-13 12:52:56.627468,1009.7,23.56,-0.03
2023-12-13 12:52:56.920186,1009.7,23.56,-0.03
2023-12-13 12:52:57.212599,1010.3,23.56,-0.03
2023-12-13 12:52:57.504217,1009.9,23.56,-0.03
2023-12-13 12:52:57.797591,1010.2,23.56,-0.03
2023-12-13 12:52:58.089536,1010.1,23.57,-0.03
2023-12-13 12:52:58.382694,1009.9,23.57,-0.03
2023-12-13 12:52:58.675287,1009.7,23.57,-0.03
2023-12-13 12:52:58.968168,1009.8,23.56,-0.03
2023-12-13 12:52:59.259414,1009.7,23.56,-0.03
2023-12-13 12:52:59.551995,1009.4,23.57,-0.04
2023-12-13 12:52:59.845574,1009.4,23.57,-0.04
2023-12-13 12:53:00.137482,1009.9,23.57,-0.03
2023-12-13 12:53:00.429851,1010.0,23.57,-0.03
2023-12-13 12:53:00.722527,1009.6,23.56,-0.03
2023-12-13 12:53:01.013892,1009.7,23.56,-0.03
2023-12-13 12:53:01.307539,1009.7,23.57,-0.03
2023-12-13 12:53:01.600436,1010.0,23.56,-0.03
2023-12-13 12:53:01.892068,1009.6,23.56,-0.03
2023-12-13 12:53:02.184794,1009.8,23.56,-0.03
2023-12-13 12:53:02.477259,1009.6,23.56,-0.03
2023-12-13 12:53:02.770224,1009.8,23.56,-0.03
2023-12-13 12:53:03.063802,1009.5,23.56,-0.04
2023-12-13 12:53:03.354529,1009.9,23.56,-0.03
2023-12-13 12:53:03.646456,1009.5,23.56,-0.04
2023-12-13 12:53:03.939454,1009.4,23.57,-0.04
2023-12-13 12:53:04.232597,1010.0,23.56,-0.03
2023-12-13 12:53:04.524460,1009.4,23.56,-0.04
2023-12-13 12:53:04.817590,1010.2,23.57,-0.03
2023-12-13 12:53:05.110185,1009.7,23.56,-0.03
2023-12-13 12:53:05.401753,1009.6,23.56,-0.03
2023-12-13 12:53:05.704480,1009.9,23.56,-0.03
2023-12-13 12:53:05.986552,1009.6,23.56,-0.03
2023-12-13 12:53:06.279559,1010.7,23.57,-0.02
2023-12-13 12:53:06.572316,1009.8,23.56,-0.03
2023-12-13 12:53:06.864214,1010.1,23.56,-0.03
2023-12-13 12:53:07.157112,1009.7,23.56,-0.03
2023-12-13 12:53:07.449419,1009.6,23.56,-0.03
2023-12-13 12:53:07.742416,1009.8,23.56,-0.03
2023-12-13 12:53:08.034788,1009.7,23.56,-0.03
2023-12-13 12:53:08.329987,1009.7,23.56,-0.03
2023-12-13 12:53:08.620107,1010.0,23.56,-0.03
2023-12-13 12:53:08.911567,1010.2,23.56,-0.03
2023-12-13 12:53:09.203958,1009.2,23.56,-0.04
2023-12-13 12:53:09.497201,1009.9,23.56,-0.03
2023-12-13 12:53:09.789207,1009.9,23.56,-0.03
2023-12-13 12:53:10.082033,1009.8,23.56,-0.03
2023-12-13 12:53:10.373904,1009.8,23.56,-0.03
2023-12-13 12:53:10.666808,1009.6,23.56,-0.03
2023-12-13 12:53:10.959721,1009.7,23.56,-0.03
2023-12-13 12:53:11.251596,1010.2,23.56,-0.03
2023-12-13 12:53:11.544497,1010.0,23.56,-0.03
2023-12-13 12:53:11.837371,1009.3,23.56,-0.04
2023-12-13 12:53:12.129892,1010.2,23.56,-0.03
2023-12-13 12:53:12.421266,1010.1,23.56,-0.03
2023-12-13 12:53:12.714060,1009.7,23.56,-0.03
2023-12-13 12:53:13.007610,1010.4,23.56,-0.03
2023-12-13 12:53:13.298553,1010.2,23.55,-0.03
2023-12-13 12:53:13.591406,1010.0,23.56,-0.03
2023-12-13 12:53:13.883908,1009.8,23.56,-0.03
